start_t,stop_t,server_id,player_a,player_b,key
46680,46681, 509fb8211dbf9d6b7e000004, 8b80270704e876377787a53b7654302a7dbfd600, 00034b2b08e7ea8eac3491411d21adb4d7d92378, KilledBy
46680,46681, 509fb8211dbf9d6b7e000004, ee1a61be14eb3a4fc7b52589c915355027dbdb42, 00034b2b08e7ea8eac3491411d21adb4d7d92378, KilledBy
63060,63070, 4f89d73c1dbf9d462000000a, ae80f43294f3e7421de2df19d55e3179b314a197, 000357c75ef63caa7ef20358d49207b9f81948b1, Chat
62940,62950, 50adcfcb1dbf9d702e000010, 46a7b041393dfa6d849ad777a115bd20a1e4e6ed, 0003f0cc40ec4619f9e08fb298431387ba942250, Chat
43920,43925, 5065e0091dbf9de66600000b, 02c180170d7729ab224ec5ab0861a5e814bc7744, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
50460,50465, 5065e0091dbf9de66600000b, f1c58f47ae6ea8050a6bec996e22c0e2580ef36f, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
50580,50590, 5065e0091dbf9de66600000b, 5a2f958222b117e49b08ba4174a7d02a3b7d8ae3, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
50640,50645, 5065e0091dbf9de66600000b, 0b1ffa40485185c0cc2d336e06c2ee041096a969, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
50640,50650, 5065e0091dbf9de66600000b, b8e11a9178b80c6d06c035e0bb005db7e74add6b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
50760,50770, 5065e0091dbf9de66600000b, 956d33fbc7e8f92011455eb8b89beb40e5610191, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
52140,52150, 5065e0091dbf9de66600000b, 26582d0475e0f716638dbcc35b62d92a1fe38fe5, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
59880,59885, 5065e0091dbf9de66600000b, 1356f629908e037689fad63ab3ee84e073fd4af8, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
62340,62345, 5065e0091dbf9de66600000b, caf3d60832404e5a3ae6e8a56c68667c352a0da1, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
62340,62345, 5065e0091dbf9de66600000b, e14bbe2218711cb61f4d90b1ab1c5a52c829c343, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
62400,62405, 5065e0091dbf9de66600000b, 74e8bb2eefc394c23b521ff6bf991bd9b04828f5, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
62400,62410, 5065e0091dbf9de66600000b, 0e85be791a6fd49230259b43e8cb49bc3c664893, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
62760,62775, 5065e0091dbf9de66600000b, 344fd5f3258121df2435411853aa871b895366b0, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
62820,62825, 5065e0091dbf9de66600000b, 77146cdd6007b5123134438d334c348b9903e371, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
62820,62835, 5065e0091dbf9de66600000b, 90be6c3ba6060918bc1c0b29ea95d07b31b4ea19, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
65040,65045, 5065e0091dbf9de66600000b, 9966bc3e45b9c8153eab49f97c1d29cd4628e8f0, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
72540,72545, 5065e0091dbf9de66600000b, 6feb367b0a67fabea169f65d601350d6604ef735, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
72540,72545, 5065e0091dbf9de66600000b, 760ba28831c420e5965f50edb5160cfc54162239, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
72540,72545, 5065e0091dbf9de66600000b, 7705efe88da090e979b452b070ddcb29d7a30c22, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
72660,72665, 5065e0091dbf9de66600000b, 2d65cb74e34c76e736a284ffa486fe040c0369b7, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
72660,72665, 5065e0091dbf9de66600000b, 6d0f7c0e586633492816f5c46b33477e6279b96f, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
72660,72675, 5065e0091dbf9de66600000b, eb80b4d2acb17175b88d794228cb6284c51d41da, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
73620,73625, 5065e0091dbf9de66600000b, 2586c7056de38ba7e477396d239994bff162191b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
73740,73745, 5065e0091dbf9de66600000b, 004dc200e8ef5915de06b09976d192e685b81ff3, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
73740,73745, 5065e0091dbf9de66600000b, 02c180170d7729ab224ec5ab0861a5e814bc7744, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
73740,73745, 5065e0091dbf9de66600000b, 2586c7056de38ba7e477396d239994bff162191b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
73980,73985, 5065e0091dbf9de66600000b, 4ade8866ba97f81fef1795db6001c42d16224c89, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
73980,73985, 5065e0091dbf9de66600000b, 895a5aa0e2b448cc403b8095347c4267a0c7c40a, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
73980,73990, 5065e0091dbf9de66600000b, 7f3d9ae572308b35d54ae4386fce031a825b1b3b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
73980,74000, 5065e0091dbf9de66600000b, 6f81f8d63ef22dbec9ea13494953069a7f64f9b8, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
75180,75185, 5065e0091dbf9de66600000b, 11dc96b50b9ace5789a14e4183a4b0d95858d56f, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
78300,78305, 5065e0091dbf9de66600000b, f3b44d645e35b758dc69449dd21d53472411bb04, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
79920,79925, 5065e0091dbf9de66600000b, 6e7613accd969eb0e00046a0307f1571d2b79c45, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
79920,79930, 5065e0091dbf9de66600000b, 0a7685bf608a69c5e652e0a3309cb8dac7b52598, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
79920,79935, 5065e0091dbf9de66600000b, 396886a86c2f07a8f0368331b19f916e74719f7b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
79980,79985, 5065e0091dbf9de66600000b, e5656b7e8afabf991e31a3839d93ab78b4c63e9b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat
79980,79990, 5065e0091dbf9de66600000b, e225d05c69a36ce39001d11c0bcfb70ef5b8df2f, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy
41460,41465, 4f89d73c1dbf9d462000000a, 50062d9a581ac9f6fc840a221cf41ed9e8013f60, 00060b8b1b32ba79f8768dc88712395fb0ad44d5, Chat
70740,70745, 50adcfcb1dbf9d702e000010, ea956ebb58e62417def9306c8646b1010bd1bea5, 0006689009c5292aa5539805aff24ba8899bbd71, Chat
73560,73565, 50adcfcb1dbf9d702e000010, 711bec5322b6f50f0f3f5b1f1fb4461d599ed9a1, 0006689009c5292aa5539805aff24ba8899bbd71, Chat
76440,76450, 50adcfcb1dbf9d702e000010, 9cf43f22a8e55186879088f04e1b9d1336d46967, 0006689009c5292aa5539805aff24ba8899bbd71, Chat
41040,41045, 4f89d73c1dbf9d462000000a, f07c857f3e0368cc892cc0623a3460cddc451d66, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
41940,41945, 4f89d73c1dbf9d462000000a, 1e24d8d90e9a523caca53457d43c4bd668e54a7a, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
45240,45245, 4f89d73c1dbf9d462000000a, 183cd127a5e7527185d92f1f977ee424b584c093, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
45240,45245, 4f89d73c1dbf9d462000000a, 1f9a8a973e56b77e63145d3aa76bf62fe12191a7, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
45240,45245, 4f89d73c1dbf9d462000000a, 235189818b259aae05b9531830033f96a7bbd852, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
45240,45250, 4f89d73c1dbf9d462000000a, 555d0fc735e46c9d7ad713cbcc4f6c22777be645, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
45240,45250, 4f89d73c1dbf9d462000000a, 56dbac166925c1ee8f1cb2c1f26b515a32b30bff, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
49200,49205, 4f89d73c1dbf9d462000000a, 235189818b259aae05b9531830033f96a7bbd852, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
49200,49205, 4f89d73c1dbf9d462000000a, 51c63725a30809e0f232fd4581f5a8af9138ed5e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
49200,49205, 4f89d73c1dbf9d462000000a, 90aa007a52788c3e350e5c8b46506e2a2362f077, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
49200,49210, 4f89d73c1dbf9d462000000a, d0f9ff49b5e658f007ff4356df5151fc029a1c01, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50520,50525, 4f89d73c1dbf9d462000000a, 10464c2156a91d5ecfc541900efeed41d56fddce, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50520,50525, 4f89d73c1dbf9d462000000a, b0b309bfb6c17d80142b16f90af1abbd9cdb37e6, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50520,50525, 4f89d73c1dbf9d462000000a, c24a22ed9d43573edaf907827fdef937f1f311cd, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50580,50585, 4f89d73c1dbf9d462000000a, 10464c2156a91d5ecfc541900efeed41d56fddce, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50580,50585, 4f89d73c1dbf9d462000000a, 20bea620aa2b1a97e6f3031561cecb71d17c67b1, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50580,50585, 4f89d73c1dbf9d462000000a, 3b0ec43897c603d3855676269b163032150f057a, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50580,50585, 4f89d73c1dbf9d462000000a, b6c879ae07d1bdcdfa249ff2a37cf8eb38903a0f, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
50640,50645, 4f89d73c1dbf9d462000000a, 04946f3eaa4ffe7d0395c2343d70255059b91ce7, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50640,50645, 4f89d73c1dbf9d462000000a, 369b9c31e11e4491f2bbc65c6d2afa651b42ba1b, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
50640,50645, 4f89d73c1dbf9d462000000a, 78d8058b8e5d2841447ec50b27386ba25b944579, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50640,50645, 4f89d73c1dbf9d462000000a, 90aa007a52788c3e350e5c8b46506e2a2362f077, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50640,50645, 4f89d73c1dbf9d462000000a, ab48b08bf06529cb49ba145f68c96b48f0801448, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50640,50645, 4f89d73c1dbf9d462000000a, b6c879ae07d1bdcdfa249ff2a37cf8eb38903a0f, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
50640,50645, 4f89d73c1dbf9d462000000a, d0f9ff49b5e658f007ff4356df5151fc029a1c01, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50640,50645, 4f89d73c1dbf9d462000000a, e1c217989e073e33acaaef8a22bfb0ea1a09f122, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
50640,50655, 4f89d73c1dbf9d462000000a, 369b9c31e11e4491f2bbc65c6d2afa651b42ba1b, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52380,52385, 4f89d73c1dbf9d462000000a, 1e12089d02d4740535b60298fe72095973d6079e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52380,52385, 4f89d73c1dbf9d462000000a, af1e9b5566c3647e3c1052b4b7d4fa1ffc6d2f55, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52380,52385, 4f89d73c1dbf9d462000000a, da44ea33573daf44be48f0b804a75d0fce9d5c8c, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52380,52385, 4f89d73c1dbf9d462000000a, dd38d311573cee4970fa1b90f548e19f5249dd6e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52380,52390, 4f89d73c1dbf9d462000000a, d351fe23695553b895825b56aee208abadaafa8d, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52440,52445, 4f89d73c1dbf9d462000000a, 1e12089d02d4740535b60298fe72095973d6079e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52440,52445, 4f89d73c1dbf9d462000000a, b0107fe0293a493ab82bf70f397311afe58d20bc, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52440,52445, 4f89d73c1dbf9d462000000a, d351fe23695553b895825b56aee208abadaafa8d, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52440,52445, 4f89d73c1dbf9d462000000a, d51e17981d4b574cfb68cbfad9f6d4bfdf368696, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
52440,52445, 4f89d73c1dbf9d462000000a, dd38d311573cee4970fa1b90f548e19f5249dd6e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
53220,53225, 4f89d73c1dbf9d462000000a, 18468459a8a915045eaf9f035e7c4093af9e12de, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
53220,53225, 4f89d73c1dbf9d462000000a, 5e580e131711c0a9cfaeeba378107ed98b158244, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
53220,53225, 4f89d73c1dbf9d462000000a, 945a433aa7ba6b6b2e73d8ffa0c561c1f2e25e1e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
53220,53225, 4f89d73c1dbf9d462000000a, 972957e8df3b3c84b2a5e2033fc5e08bca6faa2b, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
53220,53225, 4f89d73c1dbf9d462000000a, c1e079e1fd5b771e170e28f7703b5ae5acb20185, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
62580,62585, 4f89d73c1dbf9d462000000a, 5f7e94d3b1b15dda4d6687f2d981f6fa06628f63, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
63420,63425, 4f89d73c1dbf9d462000000a, 7b6faf20817b375b218416efb44f074e0d569098, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
63420,63425, 4f89d73c1dbf9d462000000a, de5d741e72220973f7dc37fd8242347a9a557354, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
63720,63730, 4f89d73c1dbf9d462000000a, 149c1fa8ae47afbfd817a1e2f01bf14c6125060f, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
63720,63735, 4f89d73c1dbf9d462000000a, b0fffff488f921cf48045ebbd1aa07b6db4710c9, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
63720,63740, 4f89d73c1dbf9d462000000a, e6669b553681befb0dfcdc63f7e239cd054296f6, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
63900,63905, 4f89d73c1dbf9d462000000a, 149c1fa8ae47afbfd817a1e2f01bf14c6125060f, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
64560,64565, 4f89d73c1dbf9d462000000a, d29f49fc36ae7c125dc51dee46e235a3923fb67a, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
64980,64985, 4f89d73c1dbf9d462000000a, 3f4e654262dba1186d0e14477ce63f9444574fc1, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
64980,64985, 4f89d73c1dbf9d462000000a, 51c63725a30809e0f232fd4581f5a8af9138ed5e, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
64980,64985, 4f89d73c1dbf9d462000000a, b3aa19612683a90cc48038d13fa3ed3f0ac5be53, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
64980,64985, 4f89d73c1dbf9d462000000a, d29f49fc36ae7c125dc51dee46e235a3923fb67a, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
65040,65045, 4f89d73c1dbf9d462000000a, 349070e9fa82afba25e0a5fcb3221404dbb4112f, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
65040,65045, 4f89d73c1dbf9d462000000a, 7d977d47a4946e1fc7bd7a55527e60fd81af9e0a, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
65040,65045, 4f89d73c1dbf9d462000000a, e35ecb1434080f16b7b1711caf2ab0b12cb614eb, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
65040,65045, 4f89d73c1dbf9d462000000a, f07c857f3e0368cc892cc0623a3460cddc451d66, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
65100,65105, 4f89d73c1dbf9d462000000a, 149c1fa8ae47afbfd817a1e2f01bf14c6125060f, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
65100,65105, 4f89d73c1dbf9d462000000a, 78d8058b8e5d2841447ec50b27386ba25b944579, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
65100,65105, 4f89d73c1dbf9d462000000a, a3072465b096a36e9b7d929a0aa1b39afe55d33b, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
65100,65105, 4f89d73c1dbf9d462000000a, e6669b553681befb0dfcdc63f7e239cd054296f6, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
65100,65105, 4f89d73c1dbf9d462000000a, ff22248164bd87deb3df340485d85ca27829894b, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
65100,65115, 4f89d73c1dbf9d462000000a, 49001ae3094f1c004ef2dd6582a5c554a29f099d, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
66420,66425, 4f89d73c1dbf9d462000000a, e7edd1939ea66ccf41184a879ec20a83b7d00068, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
66480,66485, 4f89d73c1dbf9d462000000a, 0d0b570efd182515f6ce453b9d7df4e4fd96153c, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
66480,66485, 4f89d73c1dbf9d462000000a, a3072465b096a36e9b7d929a0aa1b39afe55d33b, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
66480,66485, 4f89d73c1dbf9d462000000a, ba247bbcc36061dce28e360d9b33fe87c3b20555, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
66540,66550, 4f89d73c1dbf9d462000000a, b898d5b5b653faa7cb812060cd1c3525be3c7600, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
66540,66555, 4f89d73c1dbf9d462000000a, bf127c3e78306b77871925bca2bf87456a6408f4, 000a27231564fa881e9e9792734d1e8f4674ea21, Chat
66600,66605, 4f89d73c1dbf9d462000000a, 09c34800526a808b1c32102ebdedeef99d5e2708, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
66600,66605, 4f89d73c1dbf9d462000000a, 193d0e494437cc0f09afc6cc2a1897d661f81611, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
66600,66605, 4f89d73c1dbf9d462000000a, 2952c2a8060fb58af81f0017c521ac783a35f5c2, 000a27231564fa881e9e9792734d1e8f4674ea21, KilledBy
